Phil Rizzuto,38
Carl Crawford,132
Dave Parker,339
Deacon White,23
Herman Long,91
Wally Schang,59
Roy White,160
Albert Belle,381
Paul O'Neill,281
Arlie Latham,27
Dick Bartell,79
Del Pratt,43
Thurman Munson,113
Darrell Porter,188
Don Mattingly,222
Tony Oliva,220
Bill Nicholson,235
Doug DeCinces,237
Ken Williams,196
David Justice,305
Lenny Dykstra,81
Steve Finley,304
Jason Kendall,75
Hanley Ramirez,191
Amos Otis,193
Jose Reyes,111
Chuck Knoblauch,98
John Ward,26
Dave Concepcion,101
Ray Lankford,238
Lonny Frey,61
Gil McDougald,112
Harry Davis,75
Roger Bresnahan,26
Fred Dunlap,41
Evan Longoria,184
Rico Petrocelli,210
Reggie Sanders,305
Jeff Heath,194
Rudy York,277
Gary Gaetti,360
Aramis Ramirez,369
Jesse Barfield,241
Miller Huggins,9
Harlond Clift,178
Charlie Bennett,55
Dustin Pedroia,106
Frank Howard,382
Tommy Henrich,183
Alfonso Soriano,412
Placido Polanco,104
Harold Baines,384
Ed McKean,66
Roy Campanella,242
Art Devlin,10
George Kell,78
Felipe Alou,206
Chili Davis,350
Dusty Baker,242
Jay Bell,195
Ned Williamson,64
Willie Wilson,41
Steve Garvey,272
Magglio Ordonez,294
Pie Traynor,58
Jim Sundberg,95
Eddie Stanky,29
Jim Bottomley,219
Tim Wallach,260
Kent Hrbek,293
Denny Lyons,62
Sherm Lollar,155
Clyde Milan,17
Max Bishop,41
Red Schoendienst,84
Cy Williams,251
Eddie Yost,139
Roger Maris,275
Kip Selbach,44
Donie Bush,9
Pedro Guerrero,215
Bill Bradley,33
Ken Keltner,163
George Scott,271
Dan McGann,42
Mickey Vernon,172
Ross Youngs,42
Wally Joyner,204
Heinie Zimmerman,58
Ken Caminiti,239
Juan Gonzalez,434
Curt Flood,85
Kirk Gibson,255
Sid Gordon,202
Derrek Lee,331
Gavvy Cravath,119
Maury Wills,20
Richie Hebner,203
Alvin Dark,126
Edgar Renteria,140
Billy Nash,60
Eric Chavez,260
Paul Blair,134
Ron Fairly,215
Ryan Zimmerman,184
Bob Allison,256
Dick McAuliffe,197
Al Rosen,192
Tim Salmon,299
Troy Glaus,320
Bill Madlock,163
Lonnie Smith,98
George Grantham,105
Mark Belanger,20
Eric Davis,282
Andy Pafko,213
Ben Zobrist,114
Tip O'Neill,52
Adrian Gonzalez,262
Rico Carty,204
Dummy Hoy,40
Dom DiMaggio,87
Johnny Callison,226
Danny Murphy,44
Ian Kinsler,173
Phil Cavarretta,95
Smoky Burgess,126
Joe Adcock,336
Curtis Granderson,237
Benny Kauff,49
Ginger Beaumont,39
Bill White,202
Troy Tulowitzki,176
Andrew McCutchen,128
Carney Lansford,151
Joey Votto,163
Roy Cullenbine,110
Cecil Cooper,241
Tommy Holmes,88
Freddy Parent,20
Jayson Werth,186
Don Buford,93
Topsy Hartsel,31
Cy Seymour,52
Bill Joyce,70
Garry Maddox,117
Gene Woodling,147
Eddie Joost,134
Frank McCormick,128
Lu Blue,44
Jeff Cirillo,112
Victor Martinez,189
Dick Groat,39
Claude Ritchey,18
Mike Donlin,51
Riggs Stephenson,63
Ryan Braun,230
Chick Stahl,36
Rafael Furcal,113
Jimmie Dykes,108
Terry Turner,8
Ron Gant,321
Jim Gilliam,65
Chick Hafey,164
Bobby Bonilla,287
Brady Anderson,210
Greg Luzinski,307
Bobby Murcer,252
Jackie Jensen,199
Carl Furillo,192
Dwayne Murphy,166
Tony Cuccinello,94
Wally Moses,89
Johnny Pesky,17
Ken Griffey,152
Willie Kamm,29
Don Money,176
Vic Wertz,266
Harry Steinfeldt,27
Bob Boone,105
Hal Trosky,228
Yadier Molina,96
Brian Jordan,184
Brian McCann,199
Andres Galarraga,399
Javy Lopez,260
Mo Vaughn,328
John Valentin,124
Bobby Thomson,264
B.J. Surhoff,188
Bob Bailey,189
Elston Howard,167
Joe Start,15
Wally Pipp,90
Chris Speier,112
Ezra Sutton,25
Jimmy Williams,49
Ken McMullen,156
Johnny Logan,93
Bob Watson,184
Rick Monday,241
Frank White,160
Dave Orr,37
Shawn Green,328
Mike Hargrove,80
George Burns,72
Bill Mazeroski,138
Henry Larkin,53
Frank Schulte,92
Travis Fryman,223
Elmer Smith,37
Gary Matthews,234
Elbie Fletcher,79
Freddie Lindstrom,103
John Titus,38
Russell Martin,119
Ross Barnes,6
Kid Elberfeld,10
Shane Victorino,107
Coco Crisp,117
Ray Durham,192
Marty Marion,36
Tom Haller,134
Jose Valentin,249
Edgardo Alfonzo,146
Bill Doran,84
John Reilly,69
Tom Daly,49
Walker Cooper,173
Earl Torgeson,149
Charley Jones,56
Clete Boyer,162
Kevin Mitchell,234
Marty McManus,120
Don Baylor,338
Dode Paskert,42
Ryan Klesko,278
Hunter Pence,185
Billy Jurges,43
Curt Welch,16
Mike Trout,98
Benito Santiago,217
Del Crandall,179
Tino Martinez,339
Ray Chapman,17
George Kelly,148
Davey Johnson,136
Jack Clements,77
Hal McRae,191
Grady Sizemore,144
Del Ennis,288
Bill Skowron,211
Stuffy McInnis,20
Buck Herzog,20
Brandon Phillips,174
Mickey Tettleton,245
Mike Scioscia,68
Bob Meusel,156
Kevin Youkilis,150
Red Smith,27
Ed Bailey,155
Jose Bautista,246
Jhonny Peralta,177
Brian Roberts,97
Pete Runnels,49
Robby Thompson,119
Darin Erstad,124
Ron Hunt,39
Luis Castillo,28
George Hendrick,267
Phil Garner,109
Terry Pendleton,140
Bill Russell,46
Oyster Burns,65
Jim Piersall,104
Terry Steinbach,162
Carlos Lee,358
Von Hayes,143
Tim McCarver,97
Snuffy Stirnweiss,29
Roy Smalley,163
Ferris Fain,48
J.J. Hardy,167
Manny Sanguillen,65
Woody English,32
Rick Dempsey,96
John Anderson,49
Pinky Higgins,140
Cecil Travis,27
Joe Kuhel,131
Kevin McReynolds,211
Lee May,354
Willie McGee,79
Roy Sievers,318
Harvey Kuenn,87
Willie Horton,325
Tommy Tucker,42
Frankie Crosetti,98
Josh Hamilton,192
Randy Winn,110
Jacoby Ellsbury,81
Elmer Valo,58
Richie Zisk,207
Prince Fielder,288
Butch Wynegar,65
Sam West,75
Ray Boone,151
Rick Ferrell,28
Ted Kluszewski,279
Fred Pfeffer,94
Jason Thompson,208
Germany Smith,47
John Kruk,100
Lefty O'Doul,113
Leo Cardenas,118
Melvin Mora,171
Ron Hansen,106
Michael Young,185
John Mayberry,255
Marquis Grissom,227
Alex Gordon,121
Mike Lowell,223
Sam Mertes,40
Kevin Seitzer,74
Alex Rios,165
Terry Puhl,62
Mark Ellis,105
Denis Menke,101
Bing Miller,116
Doug Rader,155
Tom Brown,64
George Wright,11
Glenn Wright,94
Lance Johnson,34
Corey Koskie,124
Dave Henderson,197
George Stone,23
Raul Mondesi,271
Buddy Lewis,71
Red Rolfe,69
Rich Aurilia,186
Sixto Lezcano,148
Lloyd Moseby,169
Charles Johnson,167
Hal Chase,57
Nick Swisher,239
Ossie Bluege,43
John Morrill,43
Chris Chambliss,185
Carlos Guillen,124
Orlando Cabrera,123
Tommie Agee,130
Jack Doyle,26
Ben Oglivie,235
Baby Doll Jacobson,83
Fred Merkle,61
Mike Greenwell,130
Billy Werber,78
Hans Lobert,32
Mike Napoli,186
Dave Magadan,42
Greg Vaughn,355
Hank Sauer,288
Joe Harris,47
Lloyd Waner,27
Jack Rowe,28
Darren Daulton,137
Scott Fletcher,34
Spud Davis,77
Howie Kendrick,78
Chris Hoiles,151
Paul Konerko,439
Bobby Avila,80
Don Mincher,200
Ramon Hernandez,169
Bill Lange,39
Whitey Kurowski,106
David DeJesus,94
Jeromy Burnitz,315
Vernon Wells,270
Joe Rudi,179
Garry Templeton,70
Geoff Jenkins,221
George Pinkney,21
John Stone,77
Jason Varitek,193
Jim Ray Hart,170
Aaron Rowand,136
Hank Bauer,164
Amos Strunk,15
Ripper Collins,135
George Wood,68
Tony Gonzalez,103
Bob Bescher,28
Terry Kennedy,113
Andy Seminick,164
Johnny Ray,53
Dave Cash,21
Rondell White,198
Tony Pena,107
Buck Freeman,82
Delino DeShields,80
Deacon McGuire,45
Billy Goodman,19
Ival Goodman,95
Mickey Rivers,61
Solly Hemus,51
Jimmy Wolf,18
Willie Jones,190
George McQuinn,135
Mark Grudzielanek,90
Andre Thornton,253
Earl Battey,104
George Selkirk,108
Charlie Hollocher,14
Shin-Soo Choo,117
Gus Suhr,84
Joe Ferguson,122
Tom Tresh,153
Frank Fennelly,34
Stan Spence,95
Curt Walker,64
Bill Mueller,85
Garret Anderson,287
Bobby Lowe,71
Howard Johnson,228
Buster Posey,83
Hank Thompson,129
A.J. Pierzynski,177
Cliff Floyd,233
Johnny Hopp,46
Woodie Held,179
Tilly Walker,118
Al Smith,164
Tommy McCarthy,44
Tom Brunansky,271
Danny Green,29
Chase Headley,93
Socks Seybold,51
Bret Boone,252
Larry Hisle,166
Johnny Romano,129
Juan Pierre,18
Fred Carroll,27
Juan Uribe,178
Jim Northrup,153
Johnny Mostil,23
Tom Burns,39
Johnny Bates,25
Tom Herr,28
Casey Stengel,60
Greg Gagne,111
Billy North,20
Tommy Harper,146
Irish Meusel,106
Dan Uggla,233
Bernard Gilkey,118
Johnny Roseboro,104
Adam Dunn,462
Jack Barry,10
Wally Moon,142
Steve Sax,54
Nick Markakis,141
Danny Tartabull,262
Billy Rogell,42
Al Bumbry,54
Zeke Bonura,119
Orator Shaffer,11
Randy Velarde,100
Justin Upton,164
Tommy Corcoran,34
Todd Zeile,253
Ray Schalk,11
Burt Shotton,9
Adam Jones,169
Jay Buhner,310
Carlos Gomez,91
Bill Bruton,94
Milt Stock,22
Tom York,15
Casey Blake,167
Johnny Briggs,139
Pete Reiser,58
Matt Kemp,182
Sam Wise,49
Denard Span,32
Orlando Hudson,93
Cesar Tovar,46
Mike Mowrey,7
Barney McCosky,24
Jeff Conine,214
Justin Morneau,238
Solly Hofman,19
Trot Nixon,137
Rick Burleson,50
Jerry Mumphrey,70
Jerry Denny,74
Billy Southworth,52
Mike Bordick,91
Shannon Stewart,115
Michael Bourn,31
Gene Alley,55
B.J. Upton,139
Carlos Ruiz,63
Chief Zimmer,26
Eddie Miller,97
Richard Hidalgo,171
Steve Brodie,25
Jim Landis,93
Chone Figgins,35
Jake Stenzel,32
Wes Parker,64
Ernie Whitt,134
Jason Heyward,84
Jocko Milligan,49
Mike Stanley,187
Dan Driessen,153
Charlie Hickman,59
Chief Meyers,14
Bake McBride,63
Jack Tobin,64
Johnny Kling,20
Charlie Jamieson,18
Eddie Foster,6
Norm Siebern,132
Bob O'Farrell,51
Alvin Davis,160
Don Slaught,77
Mike Mitchell,27
Jose Cardenal,138
Patsy Donovan,16
Brett Gardner,40
Mike Sweeney,215
Jimmy Slagle,2
Pablo Sandoval,106
Sammy Strang,16
Ed Swartwood,14
Abner Dalrymple,43
Pete Ward,98
Travis Hafner,213
Yunel Escobar,69
Monte Irvin,99
Marlon Byrd,131
Ruppert Jones,147
Al Bridwell,2
Eric Young,79
Oscar Gamble,200
Cal McVey,11
Dick Hoblitzel,27
Andre Ethier,145
Bernie Carbo,96
Bob Nieman,125
Jimmy Barrett,16
Eric Soderholm,102
Donn Clendenon,159
Jim Gentile,179
Patsy Dougherty,17
Merv Rettenmund,66
Gorman Thomas,268
Dave Kingman,442
Freddie Patek,41
Matty Alou,31
Duffy Lewis,38
Joe Randa,123
Buck Weaver,21
Dickie Thon,71
Dots Miller,32
George Bell,265
Jason Bay,222
Gregg Jefferies,126
Pepper Martin,59
Fred Luderus,84
Joe Vosmik,65
Mike Grady,34
Ken Oberkfell,29
Roy McMillan,68
Charlie Maxwell,148
Ryan Howard,334
Mark Kotsay,127
Alexei Ramirez,99
Duke Farrell,51
Tommy Davis,153
Bibb Falk,69
Aaron Hill,145
Red Murray,37
Shane Mack,80
Fred Snodgrass,11
Billy Shindle,31
Happy Felsch,38
Jeff Blauser,122
Mike Lieberthal,150
Wid Conroy,22
Perry Werden,26
Jimmy Austin,13
Bug Holliday,65
Willie Crawford,86
Carl Reynolds,80
Joe Cunningham,64
Bob Horner,218
Jim Fogarty,20
Jim Gantner,47
Jack Farrell,23
Giancarlo Stanton,154
Jerry Priddy,61
Chico Carrasquel,55
Bill Melton,160
Vinny Castilla,320
Gee Walker,124
Stan Javier,57
Don Hoak,89
Steve Kemp,130
Matty McIntyre,4
Bubbles Hargrave,29
Terry Moore,80
Raul Ibanez,305
Rube Bressler,32
Royce Clayton,110
Milton Bradley,125
Ned Hanlon,30
Tony Taylor,75
Martin Prado,78
Jim Delahanty,19
Edwin Encarnacion,229
Mack Jones,133
Erick Aybar,45
Bud Harrelson,7
Jim McTamany,19
Ed Charles,86
Frankie Hayes,119
Carlos Gonzalez,136
Marco Scutaro,77
Cecil Fielder,319
Gus Triandos,167
Dale Mitchell,41
Vince DiMaggio,125
Pete O'Brien,169
George Harper,91
John Stearns,46
Mark Loretta,76
Bill Buckner,174
Jose Cruz,204
Hub Collins,11
Sparky Adams,9
Yank Robinson,15
Mookie Wilson,67
Lee Lacy,91
Steve Yeager,102
Steve O'Neill,13
Earl Sheely,48
Brad Ausmus,80
Adam Kennedy,80
Glenn Davis,190
Pat Burrell,292
Jo-Jo Moore,79
Jeff Burroughs,240
Chick Gandil,11
Sam Chapman,180
Bruce Bochte,100
Jake Stahl,31
Rusty Greer,119
Roberto Kelly,124
Eddie Robinson,172
Jimmy Johnston,22
Dave Martinez,91
Rickie Weeks,148
Marcus Giles,76
Eric Karros,284
Lyn Lary,38
Gary Roenicke,121
Cleon Jones,93
Ken Henderson,122
Austin Kearns,121
Candy Nelson,3
Steve Evans,32
Davy Force,1
Danny Richardson,32
Gary Pettis,21
Bobby Higginson,187
Tony Kubek,57
Nick Etten,89
Craig Counsell,42
Frank Demaree,72
Frank LaPorte,15
Danny Litwhiler,107
Paul Lo Duca,80
Davy Jones,9
Jody Davis,127
Ronnie Belliard,114
Josh Willingham,195
Wayne Garrett,61
Gene Richards,26
Bip Roberts,30
Doc Gessler,14
Jim Russell,67
Warren Cromartie,61
Pop Smith,24
Gary Ward,130
Jim Lefebvre,74
Darby O'Brien,20
Vic Saier,55
Lou Bierbauer,33
Harry Lord,14
Stan Lopata,116
Johnny Bassler,1
Elvis Andrus,20
Michael Cuddyer,187
Carl Everett,202
Chris Sabo,116
Phil Masi,47
Monte Cross,31
Bobby Byrne,10
Aubrey Huff,242
Milt May,77
Damion Easley,163
Steve Braun,52
Orlando Merced,103
Nelson Cruz,197
Jack Crooks,21
Clay Dalrymple,55
Larry Herndon,107
Richie Sexson,306
Joe Carter,396
Dave Foutz,31
Braggo Roth,30
George McBride,7
Mark McLemore,53
Bob Caruthers,29
Cliff Johnson,196
Angel Pagan,49
Hughie Critz,38
Jeff King,154
Jason Bartlett,31
Charlie Comiskey,29
Ron Hassey,71
Ray Blades,50
Hank Gowdy,21
Claudell Washington,164
Larry Parrish,256
Les Mann,44
Carlos Pena,286
Kal Daniels,104
Kelly Johnson,131
Paul Radford,13
Ellis Valentine,123
John Clapp,7
Larry Bowa,15
David Eckstein,35
Billy Johnson,61
Mickey Doolan,15
Rance Mulliniks,73
Johnny Temple,22
Cass Michaels,53
Frank Thomas,286
Phil Bradley,78
Floyd Robinson,67
Jose Vidro,128
Tony Armas,251
Jim Pagliaroni,90
Emmet Heidrick,16
Pinky Whitney,93
Ian Desmond,91
Jack Burdock,18
Arthur Irwin,5
Brook Jacoby,120
Mike Kreevich,45
Chief Wilson,59
Taffy Wright,38
Doggie Miller,33
Harry Lumley,38
Al Lopez,51
Dick Green,80
Bruce Campbell,106
Jerry Grote,39
Johnny Grubb,99
Lee Tannehill,3
Gary Redus,90
Bill Virdon,91
Willard Marshall,130
George Cutshaw,25
Heinie Wagner,10
Mike LaValliere,18
Wally Judnich,90
Max Flack,35
Johnny Frederick,85
Sean Casey,130
Jay Johnstone,102
Frank Malzone,133
Jim Davenport,77
Muddy Ruel,4
Emmett Seery,27
Milt Thompson,47
Art Wilson,24
Gene DeMontreville,17
Duff Cooley,26
Carlos Baerga,134
Roy Johnson,58
Bob Ferguson,1
Grady Hatton,91
Mike Macfarlane,129
Charlie Grimm,79
Kevin Bass,118
Scott Brosius,141
Charlie Hemphill,22
Bill Gleason,7
Leon Durham,147
Odell Hale,73
Steve Buechele,137
Austin Jackson,46
Connie Ryan,56
Jonathan Lucroy,59
Bucky Dent,40
Hoot Evers,98
Matt Wieters,92
Brandon Inge,152
Bill Hinchman,20
Josh Donaldson,63
Frank Isbell,13
George Case,21
Babe Phelps,54
Johnny Lindell,72
Ira Flagstead,40
Johnny Edwards,81
Shanty Hogan,61
Eddie Bressoud,94
Dick Wakefield,56
Jay Bruce,182
Jermaine Dye,325
Freddy Sanchez,48
Granny Hamner,104
Hector Lopez,136
Chris Young,155
Hank Majeski,57
Heinie Peitz,16
Phil Nevin,208
Juan Samuel,161
Taylor Douthit,29
Nick Johnson,95
Bill Phillips,17
Jody Reed,27
Walt Wilmot,58
Wally Post,210
Manny Mota,31
Frank Bolling,106
Glenn Hubbard,70
Birdie Cree,11
Wes Westrum,96
Carlos Santana,98
Nick Punto,19
Walt Weiss,25
Earl Smith,46
Hank Severeid,17
Pete Fox,65
Rey Sanchez,15
Jose Oquendo,14
Vic Power,126
Hobe Ferris,40
Frank Snyder,47
Tim Teufel,86
Omar Infante,80
Danny O'Connell,39
Kelly Gruber,117
Chuck Hinton,113
Duke Sims,100
Bobby Estalella,44
Asdrubal Cabrera,87
Gene Moore,58
Hal Morris,76
Randy Milligan,70
Miguel Montero,97
Cesar Geronimo,51
Bump Wills,36
Dick Dietz,66
Hank Leiber,101
Gus Zernial,237
Rube Oldring,27
Dan Wilson,88
Rob Deer,230
Morgan Ensberg,110
Doc Casey,9
Harry Danning,57
Tito Francona,125
Darryl Hamilton,51
Felix Millan,22
Ed McFarland,13
Carson Bigbee,17
Lee Mazzilli,93
Paul Goldschmidt,83
Rick Wilkins,81
Kurt Suzuki,70
Dave Hollins,112
Julio Cruz,23
Heinie Reitz,11
Mike Gallego,42
Chris Iannetta,90
Dale Alexander,61
Wayne Gross,121
David Bell,123
Jimmie Hall,121
Dave Collins,32
Mike Epstein,130
Julio Lugo,80
Billy Myers,45
Nate Colbert,173
Topper Rigney,13
Ray Knight,84
Rick Miller,28
Hubie Brooks,149
Wally Westlake,127
Dick Schofield,56
Jackie Brandt,112
Rennie Stennett,41
Paul Schaal,57
Ron Karkovice,96
Danny Taylor,44
Elmer Smith,70
Corey Hart,160
Aaron Ward,50
Jose Offerman,57
Damian Miller,87
Bill Sweeney,11
Jerry Hairston,70
Todd Hundley,202
Sandy Alomar Jr.,112
Jack Smith,40
Ted Sizemore,23
Red Ruffing,36
Ruben Sierra,306
Art Howe,43
John Peters,3
Irv Noren,65
Fred Schulte,47
Leon Wagner,211
Rick Reichardt,116
Zoilo Versalles,95
Kyle Seager,70
Rich Rollins,77
Brian McRae,103
Colby Rasmus,116
Ed Morgan,52
Aaron Robinson,61
Bucky Harris,9
Franklin Gutierrez,67
Harvey Hendrick,48
Jack Graney,18
Sid Bream,90
John Hummel,29
Ping Bodie,43
Lip Pike,20
Joe Stripp,24
Ron Northey,108
Mitch Webster,70
Mike Easler,118
Aurelio Rodriguez,124
Harry Rice,48
Chet Laabs,117
David Ross,95
Alan Ashby,90
Ken Berry,58
Don Lock,122
Glenn Wilson,98
Ozzie Guillen,28
Bob Skinner,103
Mark Whiten,105
Don Demeter,163
Derek Bell,134
Neil Walker,77
Jacque Jones,165
Greg Gross,7
Del Unser,87
Dmitri Young,171
Mike Devereaux,105
Horace Clarke,27
Jim Hickman,159
Ellie Rodriguez,16
Rich Dauer,43
Joe Crede,140
Ryan Ludwick,154
Jamey Carroll,13
Jose Hernandez,168
Ivan Calderon,104
Cody Ross,132
Gary Matthews Jr.,108
Everett Scott,20
John Castino,41
Wilbert Robinson,18
Jiggs Donahue,4
Red Kress,89
Kitty Bransfield,13
Otto Knabe,8
Lew Fonseca,31
Vic Davalillo,36
John Milner,131
George Stovall,15
Joe Pepitone,219
Ivey Wingo,25
Cliff Heathcote,42
Fernando Vina,40
Hideki Matsui,175
Tony Bernazard,75
Brian Harper,63
Will Venable,75
Max West,77
Joe Foy,58
Elliott Maddox,18
Matt Lawton,138
Bob Brenly,91
Randy Hundley,82
Dan Gladden,74
Ron LeFlore,59
Mike Davis,91
J.T. Snow,189
Tony Clark,251
Carmelo Martinez,108
Willie Upshaw,123
Harold Reynolds,21
Geovany Soto,92
Ward Miller,8
Lee Maye,94
Andy Carey,64
Darrin Fletcher,124
Jay Payton,119
Bengie Molina,144
Bobby Knoop,56
Lou Piniella,102
Pop Corkhill,31
Quilvio Veras,32
Earl Webb,56
Bo Diaz,87
Matt Stairs,265
Charlie Hayes,144
Tony Graffanino,58
Lee Magee,12
Tony Batista,221
Ralph Garr,75
Wes Ferrell,38
Al Cowens,108
Harry Bay,5
Ray Morgan,4
Rich Gedman,88
Eddie Lake,39
Desmond Jennings,47
Jorge Orta,130
Curt Blefary,112
Darrin Jackson,80
Stephen Drew,97
Candy LaChance,39
Ducky Holmes,17
Adam LaRoche,243
Don Hurst,115
Hugh Nicol,5
Cookie Lavagetto,40
Patsy Tebeau,27
Homer Smoot,15
Ray Sanders,42
Mule Haas,43
Bobby Tolan,86
Ossie Vitt,4
Brad Wilkerson,122
Pat Kelly,76
Matt Carpenter,25
Whitey Lockman,114
Andy High,44
Gus Bell,206
Frank Catalanotto,84
Randy Jackson,103
Adolfo Phillips,59
Matt Joyce,88
Tony Conigliaro,166
Andres Torres,32
Jerry Lumpe,47
Mike Heath,86
Tim Naehring,49
Eddie Milner,42
Daniel Murphy,48
Tom McCreery,26
Candy Maldonado,146
Sam Leslie,36
George Browne,18
Tim Jordan,32
Bob Allen,14
Bob Fothergill,36
David Segui,139
Dan Pasqua,117
Guy Hecker,19
Lyman Bostock,23
Jack Wilson,61
Albie Pearson,28
Jim Morrison,112
Denny Walling,49
Gregg Zaun,88
